,Title,Year,fandom,Media
111,ZOKU NATSUME YUUJINCHOUNATSUME'S BOOK OF FRIENDS SEASON 2,2009,Natsume Yuujinchou,Anime
95,NATSUME YUUJINCHOU SANNATSUME'S BOOK OF FRIENDS SEASON 3,2011,Natsume Yuujinchou,Anime
6794,NATSUMEKI!!,2011,Natsume Yuujinchou,Manga
72,NATSUME YUUJINCHOU SHINATSUME'S BOOK OF FRIENDS SEASON 4,2012,Natsume Yuujinchou,Anime
1305,NATSUME YUUJINCHOU,2013,Natsume Yuujinchou,Manga
5725,NATSUME ISAKU FANBOOK,2013,Natsume Yuujinchou,Manga
7308,BROTHERS CONFLICT FEAT. NATSUME,2013,Natsume Yuujinchou,Manga
94,NATSUME YUUJINCHOU GONATSUME'S BOOK OF FRIENDS SEASON 5,2016,Natsume Yuujinchou,Anime
79,NATSUME YUUJINCHOU ROKUNATSUME'S BOOK OF FRIENDS SEASON 6,2017,Natsume Yuujinchou,Anime
6081,NATSUME ARATA NO KEKKON (ARATA NATSUME GETTING MARRIED),2019,Natsume Yuujinchou,Manga
7126,NATSUME-SENPAI NI SEMARARERU HIBI (GETTING CLOSER TO YOU),2020,Natsume Yuujinchou,Manga
3482,RENSOU NO ARIA,,Needy Girl Overdose,Manga
2511,KAZOKU ROBINSON HYOURYUUKI: FUSHIGI NA SHIMA NO FLONETHE SWISS FAMILY ROBINSON: FLONE OF THE MYSTERIOUS ISLAND,1981,Needy Girl Overdose,Anime
1929,KERORO GUNSOU (SGT. FROG),1999,Needy Girl Overdose,Manga
1634,GENSOUMADEN SAIYUUKISAIYUKI,2000,Needy Girl Overdose,Anime
1515,GENSOU SUIKODEN III: UNMEI NO KEISHOUSHA (SUIKODEN III: THE SUCCESSOR OF FATE),2002,Needy Girl Overdose,Manga
604,ORE TO AKUMA NO BLUES (ME AND THE DEVIL BLUES: THE UNREAL LIFE OF ROBERT JOHNSON),2003,Needy Girl Overdose,Manga
5876, - SHINSOU (DEATH NOTE 13: HOW TO READ),2003,Needy Girl Overdose,Manga
1214,KERORO GUNSOUSGT. FROG,2004,Needy Girl Overdose,Anime
740,TOSHOKAN SENSOU: LOVE & WAR (LIBRARY WARS: LOVE & WAR),2007,Needy Girl Overdose,Manga
9241,TOSHOKAN SENSOU: SPITFIRE!,2007,Needy Girl Overdose,Manga
1611,NIJUU MENSOU NO MUSUMETHE DAUGHTER OF 20 FACES,2008,Needy Girl Overdose,Anime
2035,TOSHOKAN SENSOULIBRARY WARS,2008,Needy Girl Overdose,Anime
6063,TOUSEI GENSOU HAKUBUTSUSHI,2009,Needy Girl Overdose,Manga
5257,KUTSUZURE SENSEN: MAJO VASENKA NO SENSOU,2010,Needy Girl Overdose,Manga
5506,LUDWIG GENSOUKYOKU,2011,Needy Girl Overdose,Manga
353,HAI TO GENSOU NO GRIMGAR (GRIMGAR OF FANTASY AND ASH),2013,Needy Girl Overdose,Manga
6347,RENSOU MODE,2013,Needy Girl Overdose,Manga
9882,YUKIONNA GENSOU: MICHIYUKI-HEN,2013,Needy Girl Overdose,Manga
2919,AOI HORUS NO HITOMI: DANSOU NO JOOU NO MONOGATARI,2014,Needy Girl Overdose,Manga
8039,GOJIKANME NO SENSOU,2014,Needy Girl Overdose,Manga
1821,SEIREI GENSOUKI (SEIREI GENSOUKI: SPIRIT CHRONICLES),2015,Needy Girl Overdose,Manga
1305,HAI TO GENSOU NO GRIMGARGRIMGAR: ASHES AND ILLUSIONS,2016,Needy Girl Overdose,Anime
4233,CONCRETE REVOLUTIO: CHOUJIN GENSOU - THE LAST SONG,2016,Needy Girl Overdose,Anime
7811,GENSOU GOURMET (GOURMET IN DIFFERENT WORLD.),2016,Needy Girl Overdose,Manga
5062,KUITSUME YOUHEI NO GENSOU KITAN (THE STRANGE ADVENTURE OF A BROKE MERCENARY),2017,Needy Girl Overdose,Manga
8947,FUTARIBOCCHI SENSOU (WAR FOR JUST THE TWO OF US),2017,Needy Girl Overdose,Manga
7117,KINSOU NO VERMEIL: GAKEPPUCHI MAJUTSUSHI WA SAIKYOU NO YAKUSAI TO MAHOU SEKAI WO TSUKISUSUMU (VERMEIL IN GOLD: THE FAILING STUDENT AND THE STRONGEST SCOURGE PLUNGE INTO THE WORLD OF MAGIC),2018,Needy Girl Overdose,Manga
8583,31-BANME NO OKISAKI-SAMA (THE 31ST CONSORT),2018,Needy Girl Overdose,Manga
168,KIMI WA HOUKAGO INSOMNIA (INSOMNIACS AFTER SCHOOL),2019,Needy Girl Overdose,Manga
1659,SENSOU WA ONNA NO KAO WO SHITEINAI,2019,Needy Girl Overdose,Manga
3566,TOUHOU CHIREIKIDEN: HANSOKU TANTEI SATORI,2019,Needy Girl Overdose,Manga
6614,SHOKEI SARETA KENJA WA LICH NI TENSEI SHITE SHINRYAKU SENSOU WO HAJIMERU (THE EXECUTED SAGE WHO WAS REINCARNATED AS A LICH STARTED AN ALL-OUT WAR),2020,Needy Girl Overdose,Manga
9201,UCHUU KENETSUKAN (COSMIC CENSORSHIP),2020,Needy Girl Overdose,Manga
9567,"OTOME GAME TENSOU, ORE GA HEROINE DE KYUUSEISHU!?",2020,Needy Girl Overdose,Manga
3877,SEIREI GENSOUKISEIREI GENSOUKI: SPIRIT CHRONICLES,2021,Needy Girl Overdose,Anime
1385,AKIBA MEIDO SENSOUAKIBA MAID WAR,2022,Needy Girl Overdose,Anime
3676,ARKNIGHTS: REIMEI ZENSOUARKNIGHTS ANIMATION: PRELUDE TO DAWN,2022,Needy Girl Overdose,Anime
4955,KINSOU NO VERMEIL: GAKEPPUCHI MAJUTSUSHI WA SAIKYOU NO YAKUSAI TO MAHOU SEKAI WO TSUKISUSUMUVERMEIL IN GOLD,2022,Needy Girl Overdose,Anime
1540,SENSOU KYOUSHITSU (THE BUGLE CALL),2022,Needy Girl Overdose,Manga
508,KIMI WA HOUKAGO INSOMNIAINSOMNIACS AFTER SCHOOL,2023,Needy Girl Overdose,Anime
9599,KIRAWARE MAJO REIJOU TO DANSOU OUJI NO KONYAKU,2023,Needy Girl Overdose,Manga
6195,TOUHOU GUMONSHIKI ~ MEMORIZABLE GENSOKYO (PERFECT MEMENTO IN STRICT SENSE: MEMORIZABLE GENSOKYO),6,Needy Girl Overdose,Manga
1203,TOSHOKAN SENSOU (LIBRARY WARS),6 to,Needy Girl Overdose,Manga
3344,ITOU JUNJI KYOUFU MANGA COLLECTION: KUBI GENSOU,9 to,Needy Girl Overdose,Manga
4825,GENSOU SUIKODEN II: HIKI SAKARESHI SHUKUSEI,9 to,Needy Girl Overdose,Manga
3369,GENSOU SUIKODEN V ANTHOLOGY (SUIKODEN 5 ANTHOLOGY),lable,Needy Girl Overdose,Manga
3418,GENSOU SUIKODEN V: REIMEI NO SHIRO,to,Needy Girl Overdose,Manga
404,NIER:AUTOMATA,2017,Nier,Manga
1725,NIER:AUTOMATA VER1.1A,2023,Nier,Anime
213,NORAGAMI (NORAGAMI: STRAY GOD),2010,Noragami,Manga
643,NORAGAMI: SHUUISHUU (NORAGAMI: STRAY STORIES),2011,Noragami,Manga
675,NORAGAMI,2014,Noragami,Anime
4033,NORAGAMI: AWASE KAGAMI,2014,Noragami,Manga
417,NORAGAMI ARAGOTO,2015,Noragami,Anime
802,JIGOKU SHOUJO FUTAKOMORIHELL GIRL: TWO MIRRORS,2006,OMORI,Anime
439,SEIREI NO MORIBITOMORIBITO - GUARDIAN OF THE SPIRIT,2007,OMORI,Anime
4275,NEKOMORI-KUN NO HIMITSU NO TOBIRA,2011,OMORI,Manga
6562,KOMORI-SAN WA KOTOWARENAI!,2012,OMORI,Manga
9873,KOMORI QUINTET!,2013,OMORI,Manga
5345,KOE NO CHIISAI KOMORI-SAN TO KUSODEKA OOGOE NO OOBAYASHI-KUN (KOMORI-SAN IN A SMALL VOICE & OBAYASHI-KUN IN A LOUD VOICE),2020,OMORI,Manga
7511,HIKIKOMORI NIIZUMA,2020,OMORI,Manga
9918,MOZART WA KOMORIUTA WO UTAWANAI,lable,OMORI,Manga
9015,HONKI DE NAKECHAU KOI,,ONK,Manga
4923,IKKYUU-SANIKKYU THE LITTLE MONK,1975,ONK,Anime
4293,DASH! YONKUROU,1989,ONK,Anime
7357,SARU DEMO KAKERU MANGA KYOUSHITSU (EVEN A MONKEY CAN DRAW MANGA),1990,ONK,Manga
700,TEKKON KINKREET (TEKKONKINKREET: BLACK & WHITE),1994,ONK,Manga
4650,XI YOU JIJOURNEY TO THE WEST: LEGENDS OF THE MONKEY KING,1999,ONK,Anime
4537,MONKEY TURN V,2004,ONK,Anime
2473,SARUYAMA! (MONKEY HIGH!),2004,ONK,Manga
1198,HOSHI NO KOE (VOICES OF A DISTANT STAR),2004,ONK,Manga
2748,MONKEY TURN,2005,ONK,Manga
3797,KIRARIN☆REVOLUTIONKIRARIN REVOLUTION,2006,ONK,Anime
9538,MAKIMODOSHI NO KOI NO UTA,2006,ONK,Manga
6059,KUZUMOTO-SAN CHI NO YONKYOUDAI,2009,ONK,Manga
1151,"INARI, KONKON, KOI IROHA. (INARI KONKON)",2010,ONK,Manga
627,KIMI NI TODOKE 2ND SEASONKIMI NI TODOKE: FROM ME TO YOU SEASON 2,2011,ONK,Anime
248,SAKAMICHI NO APOLLONKIDS ON THE SLOPE,2012,ONK,Anime
5400,KUZU NO HONKAI (SCUM'S WISH),2012,ONK,Manga
6673,WALTRAUTE-SAN NO KONKATSU JIJOU,2012,ONK,Manga
231,KINGDOM 2ND SEASONKINGDOM: SEASON 2,2013,ONK,Anime
337,KUROKO NO BASKET 2ND SEASONKUROKO'S BASKETBALL 2,2013,ONK,Anime
3227,"INARI, KONKON, KOI IROHA.INARI KON KON",2014,ONK,Anime
31,MUSHOKU TENSEI: ISEKAI ITTARA HONKI DASU (MUSHOKU TENSEI: JOBLESS REINCARNATION),2014,ONK,Manga
9468,MONKU NO TSUKEYOU GA NAI LOVE COMEDY (NEVER ENDING STORY),2014,ONK,Manga
245,KUROKO NO BASKET 3RD SEASONKUROKO'S BASKETBALL 3,2015,ONK,Anime
7012,TOARU MAJUTSU NO HEAVY NA ZASHIKI WARASHI GA KANTAN NA SATSUJINKI NO KONKATSU JIJOU,2015,ONK,Manga
3504,TONKATSU DJ AGETAROU,2016,ONK,Anime
9446,DENSETSU NO YUUSHA NO KONKATSU (MARRIAGE HUNTING OF THE LEGENDARY BRAVE),2016,ONK,Manga
3516,KUZU NO HONKAISCUM'S WISH,2017,ONK,Anime
2012,MUSHOKU TENSEI: ROXY DATTE HONKI DESU (MUSHOKU TENSEI: ROXY GETS SERIOUS),2017,ONK,Manga
2320,HAKATA TONKOTSU RAMENS,2018,ONK,Anime
2492,YUZUKI-SAN CHI NO YONKYOUDAI.,2018,ONK,Manga
4769,MUSHOKU TENSEI: 4-KOMA NI NATTEMO HONKI DASU,2018,ONK,Manga
8274,YUBISAKI KARA HONKI NO NETSUJOU: CHARAO SHOUBOUSHI WA MASSUGU NA ME DE WATASHI WO DAITA (FIRE IN HIS FINGERTIPS: A FLIRTY FIREMAN RAVISHES ME WITH HIS SMOLDERING GAZE),2018,ONK,Manga
541,PONKOTSU PONKO,2019,ONK,Manga
2238,PONKOTSU FUUKI IIN TO SKIRT-TAKE GA FUTEKISETSU NA JK NO HANASHI,2019,ONK,Manga
27,KINGDOM 3RD SEASONKINGDOM: SEASON 3,2020,ONK,Anime
81,"""OSHI NO KO"" ([OSHI NO KO])",2020,ONK,Manga
59,MUSHOKU TENSEI: ISEKAI ITTARA HONKI DASU PART 2MUSHOKU TENSEI: JOBLESS REINCARNATION PART 2,2021,ONK,Anime
195,MUSHOKU TENSEI: ISEKAI ITTARA HONKI DASUMUSHOKU TENSEI: JOBLESS REINCARNATION,2021,ONK,Anime
708,MUSHOKU TENSEI: ISEKAI ITTARA HONKI DASU - SHITSUI NO MAJUTSUSHI-HEN,2021,ONK,Manga
4780,SHIN HONKAKU MAHOU SHOUJO RISUKA,2021,ONK,Manga
5465,"SAIJO NO OSEWA: TAKANE NO HANADARAKE NA MEIMONKOU DE, GAKUIN ICHI NO OJOUSAMA (SEIKATSU NOURYOKU KAIMU) WO KAGENAGARA OSEWA SURU KOTO NI NARIMASHITA",2021,ONK,Manga
5700,MOKUSHIROKU NO YONKISHI (THE SEVEN DEADLY SINS: FOUR KNIGHTS OF THE APOCALYPSE),2021,ONK,Manga
6754,"AKUYUU NO ORE GA PONKOTSU KISHI WO MITERARENAI NDA GA, DOU SEWA WO YAKYA II?: MADOME GAIDEN (AN ARCHDEMON'S (FRIEND'S) DILEMMA: HOW TO BABYSIT A CRYBABY KNIGHT)",2021,ONK,Manga
46,KINGDOM 4TH SEASONKINGDOM: SEASON 4,2022,ONK,Anime
71,MADE IN ABYSS: RETSUJITSU NO OUGONKYOUMADE IN ABYSS: THE GOLDEN CITY OF THE SCORCHING SUN,2022,ONK,Anime
545,"KOMI-SAN WA, COMYUSHOU DESU. 2ND SEASONKOMI CAN'T COMMUNICATE SEASON 2",2022,ONK,Anime
2653,MUSHOKU TENSEI: ERIS WA HONKI DE KIBA WO TOGU (MUSHOKU TENSEI: JOBLESS REINCARNATION - ERIS SHARPENS HER FANGS),2022,ONK,Manga
247,MUSHOKU TENSEI II: ISEKAI ITTARA HONKI DASUMUSHOKU TENSEI: JOBLESS REINCARNATION SEASON 2,2023,ONK,Anime
756,YUZUKI-SAN CHI NO YONKYOUDAI.THE YUZUKI FAMILY'S FOUR SONS,2023,ONK,Anime
3361,NANATSU NO TAIZAI: MOKUSHIROKU NO YONKISHITHE SEVEN DEADLY SINS: FOUR KNIGHTS OF THE APOCALYPSE,2023,ONK,Anime
49,"""OSHI NO KO""[OSHI NO KO]",2023,ONK,Anime
7366,SAIYUUKIDEN DAIENOU (THE MONKEY KING),?,ONK,Manga
43,ONE PUNCH-MAN (ONE-PUNCH MAN),2012,OPM,Manga
126,ONE PUNCH MAN,2015,OPM,Anime
2315,HATTATSU SHOUGAI TO ISSHO NI OTONA NI NATTA WATASHITACHI (MY BRAIN IS DIFFERENT: STORIES OF ADHD AND OTHER DEVELOPMENTAL DISORDERS),2018,OPM,Manga
1772,ONE PUNCH MAN 2ND SEASONONE PUNCH MAN SEASON 2,2019,OPM,Anime
6102,KAIJIN KAIHATSU-BU NO KUROITSU-SAN (KUROITSU-SAN FROM THE MONSTER DEVELOPMENT DEPARTMENT),2019,OPM,Manga
193,OMNISCIENT READER,2020,ORV,Manga
2851,BTOOOM!,2009,Obey Me,Manga
2745,BTOOOM!,2012,Obey Me,Anime
1096,OTOME GAME NO HAMETSU FLAG SHIKA NAI AKUYAKU REIJOU NI TENSEI SHITESHIMATTA... (MY NEXT LIFE AS A VILLAINESS: ALL ROUTES LEAD TO DOOM!),2015,Obey Me,Manga
3653,OTOME GAME NO HAMETSU FLAG SHIKA NAI AKUYAKU REIJOU NI TENSEI SHITESHIMATTA... ZETTAI ZETSUMEI! HAMETSU SUNZEN-HEN (MY NEXT LIFE AS A VILLAINESS SIDE STORY: ON THE VERGE OF DOOM!),2019,Obey Me,Manga
1920,OTOME GAME NO HAMETSU FLAG SHIKA NAI AKUYAKU REIJOU NI TENSEI SHITESHIMATTA...MY NEXT LIFE AS A VILLAINESS: ALL ROUTES LEAD TO DOOM!,2020,Obey Me,Anime
2831,OTOME GAME NO HAMETSU FLAG SHIKA NAI AKUYAKU REIJOU NI TENSEI SHITESHIMATTA... XMY NEXT LIFE AS A VILLAINESS: ALL ROUTES LEAD TO DOOM! X,2021,Obey Me,Anime
5932,OBEY ME! THE COMIC,2021,Obey Me,Manga
2431,OJAMAJO DOREMIMAGICAL DOREMI,1999,Ojamajo Doremi,Anime
6890,OOKAMI NANKA KOWAKUNAI!? (WHO IS AFRAID OF WOLVES!?),,Okami,Manga
64,KOZURE OOKAMI (LONE WOLF & CUB),0 to,Okami,Manga
8290,WATASHI NO OOKAMI-SAN.,2001,Okami,Manga
3494,KUROKAMI (BLACK GOD),2004,Okami,Manga
7061,OOKAMI GA KURU!,2005,Okami,Manga
30,OOKAMI TO KOUSHINRYOU (SPICE & WOLF),2006,Okami,Manga
3332,OOKAMI-SAN SERIES,2006,Okami,Manga
3683,SHIN KOZURE OOKAMI: LONE WOLF (NEW LONE WOLF & CUB),2006,Okami,Manga
4369,OOKAMI LOVER,2007,Okami,Manga
5586,WOLF GUY: OOKAMI NO MONSHOU,2007,Okami,Manga
327,OOKAMI TO KOUSHINRYOUSPICE AND WOLF,2008,Okami,Anime
5187,SHINYAKU OOKAMI GA KURU!,2008,Okami,Manga
244,OOKAMI TO KOUSHINRYOU IISPICE AND WOLF II,2009,Okami,Anime
3514,KUROKAMI THE ANIMATION,2009,Okami,Anime
1449,OOKAMI-HEIKA NO HANAYOME,2009,Okami,Manga
8622,"AKAZUKIN TO, KOISURU OOKAMI",2009,Okami,Manga
3363,OOKAMI-SAN TO SHICHININ NO NAKAMA-TACHIOKAMI-SAN AND HER SEVEN COMPANIONS,2010,Okami,Anime
3861,TORA TO OOKAMI,2010,Okami,Manga
4159,BOKU WA OOKAMI. (I AM THE ONLY WOLF.),2010,Okami,Manga
5381,OOKAMI-SAN TO SHICHININ NO NAKAMA-TACHI,2010,Okami,Manga
9825,OOKAMI-TACHI NO SHIIKUHOU,2010,Okami,Manga
2855,OOKAMI SHOUJO TO KURO OUJI (WOLF GIRL AND BLACK PRINCE),2011,Okami,Manga
6664,OOKAMIDOMO NO SHITSUKEKATA,2011,Okami,Manga
8230,IMOKAMI-SAMA,2011,Okami,Manga
8809,KURENAI NO OOKAMI TO ASHIKASE NO HITSUJI,2011,Okami,Manga
274,OOKAMI KODOMO NO AME TO YUKI (WOLF CHILDREN: AME & YUKI),2012,Okami,Manga
4411,NARUTO JINRAIDEN: OKAMI NO NAKU HI,2012,Okami,Manga
8427,KIRARA TO SHIROI OOKAMI,2012,Okami,Manga
4019,OOKAMI SHOUJO TO KURO OUJIWOLF GIRL & BLACK PRINCE,2014,Okami,Anime
934,OOKAMI SHOUNEN WA KYOU MO USO WO KASANERU (THE BOY WHO CRIED WOLF TELLS A LIE TODAY ALSO),2014,Okami,Manga
4560,WATASHI NO OOKAMI-KUN (THAT WOLF-BOY IS MINE!),2014,Okami,Manga
5193,KURO OOKAMI TO GINGITSUNE,2015,Okami,Manga
672,SHINSETSU OOKAMI TO KOUSHINRYOU: OOKAMI TO YOUHISHI (WOLF & PARCHMENT: NEW THEORY SPICE & WOLF),2016,Okami,Manga
3727,AKAZUKIN NO OOKAMI DESHI (RED RIDING HOOD'S WOLF APPRENTICE),2017,Okami,Manga
7680,OOKAMI RYOUSHU NO OJOUSAMA (PRINCESS OF THE WOLF LORD),2018,Okami,Manga
3055,NORANEKO TO OOKAMI (STRAY CAT & WOLF),2019,Okami,Manga
3144,OOKAMI WA NEMURANAI (THE WOLF NEVER SLEEPS),2019,Okami,Manga
5950,SHINSETSU OOKAMI TO KOUSHINRYOU: OOKAMI TO YOUHISHI (WOLF & PARCHMENT),2019,Okami,Manga
1195,OOKAMI NO KAWA WO KABUTTA HITSUJI HIME (SHEEP PRINCESS IN WOLF'S CLOTHING),2020,Okami,Manga
6377,OOKAMI WO KATTEIMASU,2020,Okami,Manga
8179,"OOKAMI BUKA-KUN TO HITSUJI JOUSHI-SAN (I'M A WOLF, BUT MY BOSS IS A SHEEP!)",2020,Okami,Manga
8831,TSUKI NI OOKAMI,lable,Okami,Manga
3,ONE PIECE,1997,One Piece,Manga
53,ONE PIECE,1999,One Piece,Anime
7799,ONE PIECE: LOGUETOWN-HEN,2000,One Piece,Manga
4735,ONE PIECE: MUGIWARA DAIGEKIJOU,2005,One Piece,Manga
610,ONE PIECE: STRONG WORLD,2009,One Piece,Manga
4746,ONE PIECE PARTY,2014,One Piece,Manga
899,ONE PIECE NOVEL: A (ONE PIECE: ACE'S STORY),2017,One Piece,Manga
8742,ONE PIECE NOVEL: MUGIWARA STORIES,2017,One Piece,Manga
3542,ONE PIECE NOVEL: LAW,2018,One Piece,Manga
7498,SHOKUGEKI NO SANJI (ONE PIECE: SHOKUGEKI NO SANJI),2018,One Piece,Manga
857,GEKIJOUBAN ONE PIECE: STAMPEDE,2019,One Piece,Manga
2239,"ONE PIECE: RORONOA ZORO, UMI NI CHIRU (ONE PIECE: BOICHI COVERS ZOLO VS. MIHAWK)",2019,One Piece,Manga
542,ONE PIECE: EPISODE A (ONE PIECE: ACE'S STORY),2020,One Piece,Manga
3837,ONE PIECE: VIVI NO BOUKEN (ONE PIECE: VIVI'S ADVENTURE),2021,One Piece,Manga
9945,SHOUNEN ONMYOUJI,2005,Onmyoji,Manga
1623,SHOUNEN ONMYOUJISHONEN ONMYOJI,2006,Onmyoji,Anime
999,SOUSEI NO ONMYOUJI (TWIN STAR EXORCISTS),2013,Onmyoji,Manga
2624,SOUSEI NO ONMYOUJITWIN STAR EXORCISTS,2016,Onmyoji,Anime
4394,SOUSEI NO ONMYOUJI: TENEN JAKKO,2016,Onmyoji,Manga
3316,SAIKYOU ONMYOUJI NO ISEKAI TENSEIKITHE REINCARNATION OF THE STRONGEST EXORCIST IN ANOTHER WORLD,2023,Onmyoji,Anime
695,OSOMATSU-SANMR. OSOMATSU,2015,Osomatsu,Anime
2913,OSOMATSU-SAN,2016,Osomatsu,Manga
1414,OSOMATSU-SAN 2ND SEASONMR. OSOMATSU 2,2017,Osomatsu,Anime
2243,OSOMATSU-SAN 3RD SEASON,2020,Osomatsu,Anime
139,OURAN KOUKOU HOST CLUB (OURAN HIGH SCHOOL HOST CLUB),2002,Ouran High School,Manga
405,OURAN KOUKOU HOST CLUBOURAN HIGH SCHOOL HOST CLUB,2006,Ouran High School,Anime
878,OUSAMA RANKING (RANKING OF KINGS),2019,Ousama Ranking,Manga
119,OUSAMA RANKINGRANKING OF KINGS,2021,Ousama Ranking,Anime
2724,OUSAMA RANKING: YUUKI NO TAKARABAKORANKING OF KINGS: THE TREASURE CHEST OF COURAGE,2023,Ousama Ranking,Anime
9,OYASUMI PUNPUN (GOODNIGHT PUNPUN),2007,Oyasumi Punpun,Manga
98,PANDORA HEARTS,2006,Pandora Hearts,Manga
1293,PANDORA HEARTS,2009,Pandora Hearts,Anime
688,PANDORA HEARTS: CAUCUS RACE,2011,Pandora Hearts,Manga
4595,PARADOX LIVE THE ANIMATION,2023,Paradox Live,Anime
2245,POKEMONPOKÉMON,1997,Pokemon,Anime
8098,POCKET MONSTERS: PIPIPI★ADVENTURE (MAGICAL POKÉMON JOURNEY),1997,Pokemon,Manga
3593,POKEMON ADVANCED GENERATIONPOKÉMON: ADVANCED,2002,Pokemon,Anime
4667,POKEMON SIDE STORIESPOKÉMON CHRONICLES,2003,Pokemon,Anime
8131,GEKIJOUBAN POCKET MONSTER AG: MEW TO HADOU NO YUUSHA LUCARIO (POKÉMON: LUCARIO AND THE MYSTERY OF MEW),2005,Pokemon,Manga
2726,POKEMON DIAMOND & PEARLPOKÉMON: DIAMOND AND PEARL,2006,Pokemon,Anime
4865,POKÉMON DP: POCKET MONSTERS DIAMOND PEARL MONOGATARI (POKÉMON DIAMOND AND PEARL ADVENTURES!),2007,Pokemon,Manga
2230,POKEMON XYPOKÉMON THE SERIES: XY,2013,Pokemon,Anime
1106,POKEMON XY&ZPOKÉMON THE SERIES: XYZ,2015,Pokemon,Anime
4541,POKEMON SUN & MOONPOKÉMON THE SERIES: SUN & MOON,2016,Pokemon,Anime
1566,POKEMON (2019)POKÉMON JOURNEYS: THE SERIES,2019,Pokemon,Anime
1567,POKEMON: MEZASE POKEMON MASTERPOKÉMON: TO BE A POKÉMON MASTER,2023,Pokemon,Anime
1996,POKEMON (2023)POKÉMON HORIZONS: THE SERIES,2023,Pokemon,Anime
6788,POCKET MONSTERS: RUBY-SAPPHIRE-HEN (POKÉMON ADVENTURES RUBY AND SAPPHIRE),3 to,Pokemon,Manga
4863,POKÉMON POCKET MONSTERS,6 to,Pokemon,Manga
576,POCKET MONSTERS SPECIAL (POKÉMON ADVENTURES),7 to,Pokemon,Manga
7350,DENGEKI! PIKACHU (POKÉMON: THE ELECTRIC TALE OF PIKACHU),7 to,Pokemon,Manga
9385,POCKET MONSTERS KIN GIN: GOLDEN BOYS (POKÉMON GOLD & SILVER),9 to,Pokemon,Manga
9121,POKÉMON HGSS,?,Pokemon,Manga
1398,POPUTEPIPIKKU (POP TEAM EPIC),2014,Pop Team Epic,Manga
2728,POPUTEPIPIKKUPOP TEAM EPIC,2018,Pop Team Epic,Anime
1787,POPUTEPIPIKKU 2ND SEASONPOP TEAM EPIC SEASON 2,2022,Pop Team Epic,Anime
2973,POPEE THE PERFORMERPOPEE THE CLOWN,2000,Popee the Performer,Anime
6522,1 POUND NO FUKUIN (ONE POUND GOSPEL),1987,Pou,Manga
3086,BASILISK: KOUGA NINPOUCHOU (BASILISK: THE KOUGA NINJA SCROLLS),2003,Pou,Manga
1644,BASILISK: KOUGA NINPOU CHOUBASILISK,2005,Pou,Anime
4796,TENPOU IBUN: AYAKASHI AYASHIGHOST SLAYERS AYASHI,2006,Pou,Anime
7958,KIDOU SENSHI GUNDAM: ORERA RENPOU GURENTAI,2007,Pou,Manga
1605,GABRIEL DROPOUT,2013,Pou,Manga
2010,GABRIEL DROPOUT,2017,Pou,Anime
2569,MAJO-SENPAI NIPPOU (DAILY REPORT ABOUT MY WITCH SENPAI),2018,Pou,Manga
5408,Y十M: YAGYUU NINPOUCHOU (THE YAGYU NINJA SCROLLS: REVENGE OF THE HORI CLAN),5 to,Pou,Manga
3686,FUTARI WA PRECUREPRETTY CURE,2004,Precure,Anime
4111,FUTARI WA PRECURE: MAX HEART,2005,Precure,Anime
2926,FUTARI WA PRECURE: SPLASH☆STAR,2006,Precure,Anime
3016,YES! PRECURE 5,2007,Precure,Anime
3101,YES! PRECURE 5 GOGO!,2008,Precure,Anime
2142,FRESH PRECURE!,2009,Precure,Anime
775,HEARTCATCH PRECURE!,2010,Precure,Anime
2477,SUITE PRECURE♪,2011,Precure,Anime
4925,SMILE PRECURE!GLITTER FORCE,2012,Precure,Anime
4698,HAPPINESS CHARGE PRECURE!,2014,Precure,Anime
921,GO! PRINCESS PRECUREGO! PRINCESS PRETTY CURE,2015,Precure,Anime
2636,MAHOUTSUKAI PRECURE!MAHO GIRLS PRECURE!,2016,Precure,Anime
5063,MAHOUTSUKAI PRECURE!,2016,Precure,Manga
3191,KIRAKIRA☆PRECURE A LA MODE,2017,Precure,Anime
776,HUG TTO! PRECURE,2018,Precure,Anime
1531,STAR☆TWINKLE PRECURE,2019,Precure,Anime
4350,HEALIN' GOOD♡PRECUREHEALIN' GOOD PRETTY CURE,2020,Precure,Anime
2027,TROPICAL-ROUGE! PRECURETROPICAL-ROUGE! PRETTY CURE,2021,Precure,Anime
4245,DELICIOUS PARTY♡PRECUREDELICIOUS PARTY PRETTY CURE,2022,Precure,Anime
1350,HIROGARU SKY! PRECURESOARING SKY! PRETTY CURE,2023,Precure,Anime
3900,PRINCESS CONNECT! RE:DIVE,2020,Princess Connect,Anime
975,PRINCESS CONNECT! RE:DIVE SEASON 2,2022,Princess Connect,Anime
474,YAKUSOKU NO NEVERLAND (THE PROMISED NEVERLAND),2016,Promised Neverland,Manga
6090,SHIRAI KAIU X DEMIZU POSUKA TENPENSHUU (KAIU SHIRAI X POSUKA DEMIZU: BEYOND THE PROMISED NEVERLAND),2016,Promised Neverland,Manga
128,YAKUSOKU NO NEVERLANDTHE PROMISED NEVERLAND,2019,Promised Neverland,Anime
3574,YAKUSOKU NO NEVERLAND: TOKUBETSU BANGAI-HEN - HAHA NO KETSUI (THE PROMISED NEVERLAND: SPECIAL SIDE STORY - A MOTHER'S DETERMINATION),2020,Promised Neverland,Manga
